index,season,date,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,a_possession,h_possession (in percent),h_possession,a_possession (in percent),h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_red,a_red,h_yellow,a_yellow,h_corners,a_corners
684,16-17,Oct 16 2016,13,Midtjylland,AaB,2,0,1,0,11,16,116.45,112.59,0.51,49,0.49,51,12,12,20,13,0,0,1,3,9,1
685,16-17,Oct 17 2016,13,Esbjerg,Lyngby,2,2,0,2,13,17,119.9,117.03,0.55,45,0.45,55,14,9,16,13,0,0,3,2,8,4
686,16-17,Oct 21 2016,14,AaB,Nordsjælland,1,1,0,0,17,7,114.76,106.97,0.4,60,0.6,40,9,16,16,18,0,0,1,4,7,6
687,16-17,Oct 21 2016,14,Viborg,Silkeborg,1,3,0,2,16,14,115.08,115.8,0.41,59,0.59,41,5,8,11,12,0,0,2,0,5,4
688,16-17,Oct 22 2016,14,Lyngby,Sønderjyske,2,0,1,0,13,11,108.49,108.8,0.49,51,0.51,49,13,13,19,20,0,0,2,3,3,5
689,16-17,Oct 23 2016,14,Horsens,Randers,1,0,0,0,7,14,113.09,116.17,0.69,31,0.31,69,13,8,16,13,0,0,2,1,2,4
690,16-17,Oct 23 2016,14,OB,København,0,3,0,1,11,15,116.68,112.62,0.59,41,0.41,59,9,17,12,15,0,0,1,1,2,3
691,16-17,Oct 23 2016,14,Brøndby,AGF,1,0,0,0,13,10,111.38,114.66,0.45,55,0.55,45,12,15,13,17,0,0,1,2,1,1
692,16-17,Oct 24 2016,14,Esbjerg,Midtjylland,1,3,1,1,10,17,117.12,120.13,0.57,43,0.43,57,11,11,17,14,0,0,0,1,12,3
693,16-17,Oct 28 2016,15,Silkeborg,OB,1,1,0,1,11,10,117.23,118.33,0.48,52,0.52,48,9,15,9,18,0,0,0,2,6,5
694,16-17,Oct 28 2016,15,Nordsjælland,Viborg,4,3,2,0,12,10,109.78,112.2,0.4,60,0.6,40,12,10,22,23,0,0,3,1,1,5
695,16-17,Oct 29 2016,15,Lyngby,Randers,0,2,0,1,9,11,110.01,110.57,0.4,60,0.6,40,8,9,4,7,0,0,2,1,10,0
696,16-17,Oct 30 2016,15,Sønderjyske,Horsens,2,0,1,0,15,5,118.26,120.6,0.47,53,0.53,47,12,14,11,16,0,0,5,4,5,3
697,16-17,Oct 30 2016,15,Brøndby,AaB,2,0,1,0,16,11,120.31,117.03,0.49,51,0.51,49,10,5,12,12,0,0,1,0,3,2
698,16-17,Oct 30 2016,15,Midtjylland,København,1,3,0,2,10,12,117.45,117.09,0.57,43,0.43,57,12,15,17,19,0,0,0,2,4,4
699,16-17,Oct 31 2016,15,AGF,Esbjerg,6,2,1,2,20,11,112.98,108.16,0.48,52,0.52,48,15,12,16,14,0,0,1,2,5,3
700,16-17,Nov 04 2016,16,Esbjerg,AaB,3,0,2,0,9,12,120.48,118.09,0.63,37,0.37,63,10,7,11,12,0,0,1,4,8,2
701,16-17,Nov 04 2016,16,AGF,Silkeborg,0,0,0,0,9,8,110.18,109.54,0.44,56,0.56,44,17,15,13,7,0,0,2,3,6,4
702,16-17,Nov 05 2016,16,Randers,Nordsjælland,2,1,1,1,0,0,118.72,116.47,-0.01,-1,-0.01,-1,14,10,18,16,0,0,1,1,3,6
703,16-17,Nov 06 2016,16,OB,Lyngby,1,2,0,1,17,10,116.05,109.48,0.47,53,0.53,47,13,15,14,13,0,0,4,4,5,5
704,16-17,Nov 06 2016,16,Horsens,Midtjylland,1,5,1,2,13,14,115.95,118.65,0.63,37,0.37,63,14,11,17,17,0,0,0,1,3,3
705,16-17,Nov 06 2016,16,Viborg,Brøndby,1,2,0,1,10,14,111.32,116.2,0.59,41,0.41,59,4,7,12,11,0,0,1,0,11,4
706,16-17,Nov 06 2016,16,København,Sønderjyske,4,0,3,0,20,10,116.13,111.08,0.4,60,0.6,40,9,5,15,17,0,0,1,2,1,9
707,16-17,Nov 18 2016,17,Lyngby,Horsens,0,1,0,0,16,10,116.09,119.34,0.4,60,0.6,40,6,10,15,11,0,0,0,3,5,5
708,16-17,Nov 18 2016,17,AaB,København,1,2,1,2,7,10,119.69,119.82,0.54,46,0.46,54,7,13,13,10,0,0,1,2,5,4
709,16-17,Nov 19 2016,17,Nordsjælland,AGF,3,2,2,1,11,16,113.61,116.42,0.5,50,0.5,50,13,15,15,16,0,0,2,2,5,5
710,16-17,Nov 20 2016,17,Randers,Viborg,2,1,1,1,0,0,110.35,108.57,-0.01,-1,-0.01,-1,6,9,16,21,0,0,0,2,7,5
711,16-17,Nov 20 2016,17,OB,Brøndby,1,0,1,0,16,22,118.34,120.65,0.61,39,0.39,61,13,16,15,12,0,0,3,2,5,3
712,16-17,Nov 20 2016,17,Sønderjyske,Midtjylland,1,0,0,0,22,5,114.58,114.29,0.38,62,0.62,38,8,12,9,19,0,1,1,3,2,2
713,16-17,Nov 21 2016,17,Silkeborg,Esbjerg,3,0,2,0,11,7,107.3,111.66,-0.01,-1,-0.01,-1,11,9,14,8,0,0,1,1,7,3
714,16-17,Nov 25 2016,18,AaB,Randers,2,1,2,0,9,14,108.09,107.53,0.59,41,0.41,59,12,13,11,18,0,0,0,1,6,9
715,16-17,Nov 25 2016,18,Horsens,AGF,1,5,0,3,10,15,109,112.55,0.47,53,0.53,47,9,11,16,16,0,0,1,0,4,3
716,16-17,Nov 26 2016,18,Viborg,Sønderjyske,2,2,1,1,14,10,115.99,112.05,0.53,47,0.47,53,13,9,13,11,0,0,1,3,1,3
717,16-17,Nov 26 2016,18,Lyngby,København,0,1,0,1,12,16,115.56,100.57,0.5,50,0.5,50,19,11,21,24,0,0,2,3,4,3
718,16-17,Nov 27 2016,18,Esbjerg,Nordsjælland,2,2,0,1,12,11,113.93,113.94,0.54,46,0.46,54,8,14,17,14,0,0,0,3,3,2
719,16-17,Nov 27 2016,18,Brøndby,Silkeborg,3,1,1,0,12,9,113.18,114.37,0.44,56,0.56,44,12,12,15,10,0,0,2,0,5,3
720,16-17,Nov 28 2016,18,Midtjylland,OB,1,0,1,0,9,13,111.3,112.01,0.5,50,0.5,50,18,11,19,11,0,0,1,1,7,4
721,16-17,Nov 29 2016,19,AGF,Lyngby,0,1,0,0,19,9,117.66,112.45,0.48,52,0.52,48,16,10,9,17,0,1,3,3,2,7
722,16-17,Nov 29 2016,19,Sønderjyske,AaB,1,1,1,0,13,8,120.49,122.28,0.46,54,0.54,46,15,13,11,10,0,0,3,5,12,4
723,16-17,Nov 29 2016,19,København,Viborg,4,0,2,0,11,11,110.8,110.62,0.39,61,0.61,39,8,17,8,12,0,0,0,0,7,3
724,16-17,Nov 30 2016,19,Nordsjælland,Horsens,2,1,0,1,15,13,110.6,111.87,0.34,66,0.66,34,8,12,19,14,0,0,2,1,3,8
725,16-17,Nov 30 2016,19,Randers,Brøndby,0,1,0,0,12,9,115.91,120.8,0.51,49,0.49,51,12,14,10,13,0,0,0,0,6,1
726,16-17,Dec 01 2016,19,Silkeborg,Midtjylland,2,1,0,0,12,18,114.25,113.81,0.62,38,0.38,62,9,10,15,8,0,0,2,2,6,4
727,16-17,Dec 01 2016,19,OB,Esbjerg,0,1,0,0,20,7,118.4,115.71,0.37,63,0.63,37,9,11,10,12,0,0,3,1,4,6
728,16-17,Dec 03 2016,20,Horsens,Viborg,1,2,0,1,15,14,116.95,118.05,0.51,49,0.49,51,9,15,16,25,0,0,1,0,2,3
729,16-17,Dec 03 2016,20,København,Randers,1,0,1,0,15,9,108.7,107.56,0.45,55,0.55,45,8,22,25,17,0,0,0,1,5,5
730,16-17,Dec 04 2016,20,Nordsjælland,OB,0,1,0,0,5,7,118.17,117.5,0.48,52,0.52,48,13,15,12,16,0,0,1,3,4,7
731,16-17,Dec 04 2016,20,Esbjerg,Brøndby,1,1,0,0,10,20,109.04,109.48,0.59,41,0.41,59,16,16,13,13,0,0,1,2,9,1
732,16-17,Dec 04 2016,20,Midtjylland,AGF,0,1,0,0,14,8,119.06,121.6,0.45,55,0.55,45,11,14,16,19,0,0,0,1,6,3
733,16-17,Dec 05 2016,20,Silkeborg,Sønderjyske,1,1,1,1,9,4,111.37,108.03,0.53,47,0.47,53,11,11,13,19,0,0,0,1,3,4
734,16-17,Dec 05 2016,20,AaB,Lyngby,1,0,1,0,10,19,123.86,119.43,0.53,47,0.47,53,10,10,14,9,0,0,2,1,8,6
735,16-17,Dec 09 2016,21,Horsens,AaB,3,0,1,0,17,13,118.49,109.28,0.54,46,0.46,54,16,9,16,20,0,0,2,1,3,7
736,16-17,Dec 09 2016,21,Sønderjyske,Nordsjælland,0,0,0,0,12,9,114.57,115.38,0.53,47,0.47,53,12,16,13,10,0,0,1,3,5,4
737,16-17,Dec 10 2016,21,Lyngby,Silkeborg,1,1,1,1,16,9,115.09,112.98,0.4,60,0.6,40,11,11,11,9,0,0,1,1,9,5
738,16-17,Dec 11 2016,21,Randers,Esbjerg,0,2,0,1,15,8,112.82,110.82,0.33,67,0.67,33,16,12,11,20,0,0,2,1,4,7
739,16-17,Dec 11 2016,21,AGF,København,0,1,0,1,11,6,117.27,116.32,0.56,44,0.44,56,21,14,13,8,0,1,0,2,6,4
740,16-17,Dec 11 2016,21,Brøndby,Midtjylland,2,1,1,1,20,9,122.08,115.92,0.42,58,0.58,42,10,14,12,13,0,0,0,1,3,9
741,16-17,Dec 12 2016,21,Viborg,OB,1,1,1,0,10,12,124.97,124.97,0.58,42,0.42,58,11,9,17,19,0,0,1,0,2,3
742,16-17,Feb 17 2017,22,Nordsjælland,Lyngby,0,1,0,1,15,7,112.61,111.33,0.38,62,0.62,38,13,18,17,17,0,0,4,4,7,6
743,16-17,Feb 17 2017,22,Esbjerg,Sønderjyske,3,0,0,0,13,19,115.1,107.1,0.52,48,0.48,52,15,11,14,18,0,0,3,2,8,2
744,16-17,Feb 18 2017,22,Silkeborg,Horsens,1,0,0,0,19,10,117.33,121.88,0.46,54,0.54,46,11,14,18,9,0,0,1,1,2,1
745,16-17,Feb 19 2017,22,København,Brøndby,0,0,0,0,8,12,111.7,120.46,0.44,56,0.56,44,14,18,14,13,0,0,4,4,9,5
746,16-17,Feb 19 2017,22,AGF,AaB,1,2,0,0,13,9,111.25,112.37,0.54,46,0.46,54,27,11,16,18,0,0,5,4,4,5
747,16-17,Feb 19 2017,22,Midtjylland,Viborg,0,0,0,0,12,9,111.73,112.86,0.48,52,0.52,48,12,12,9,18,1,0,4,3,10,7
748,16-17,Feb 20 2017,22,OB,Randers,3,0,1,0,10,10,120.09,120.61,0.47,53,0.53,47,13,9,12,11,0,0,1,1,5,2
749,16-17,Feb 24 2017,23,Randers,Midtjylland,0,2,0,1,13,15,112.1,116.18,0.45,55,0.55,45,12,17,19,14,0,0,1,3,4,4
750,16-17,Feb 25 2017,23,Horsens,OB,1,1,1,0,9,15,115.38,123.72,0.66,34,0.34,66,13,12,20,11,0,0,2,2,10,4
751,16-17,Feb 26 2017,23,AaB,Silkeborg,3,0,3,0,10,13,122.61,121.3,0.49,51,0.51,49,10,11,9,17,0,0,3,0,6,4
752,16-17,Feb 26 2017,23,Nordsjælland,København,1,1,0,0,8,16,120.63,116.93,0.58,42,0.42,58,15,14,18,18,0,0,2,3,3,10
753,16-17,Feb 26 2017,23,Sønderjyske,Brøndby,1,2,1,2,26,10,107.18,108.63,0.54,46,0.46,54,10,8,9,16,0,0,3,2,4,3
754,16-17,Feb 27 2017,23,Lyngby,Esbjerg,0,0,0,0,7,10,113.77,108.44,0.4,60,0.6,40,7,8,17,11,0,0,1,2,4,2
755,16-17,Feb 27 2017,23,Viborg,AGF,1,1,0,1,7,15,112.47,113.96,0.42,58,0.58,42,15,14,12,17,0,0,2,1,6,5
756,16-17,Mar 03 2017,24,Esbjerg,Viborg,1,3,1,1,11,14,113.2,103.95,0.43,57,0.57,43,9,18,3,4,0,0,2,2,14,1
757,16-17,Mar 03 2017,24,Midtjylland,Lyngby,1,1,0,1,20,14,118.69,119.99,0.44,56,0.56,44,14,10,11,14,0,0,2,4,3,1
758,16-17,Mar 04 2017,24,AGF,Sønderjyske,1,2,1,1,10,10,115.08,111.77,0.46,54,0.54,46,12,12,14,13,0,0,2,2,4,6
759,16-17,Mar 05 2017,24,Silkeborg,Randers,2,0,2,0,7,14,110.31,110.97,0.49,51,0.51,49,11,12,18,13,0,0,3,3,6,3
760,16-17,Mar 05 2017,24,København,Horsens,5,0,3,0,12,2,116.85,114.05,0.4,60,0.6,40,8,19,15,10,0,0,1,2,6,6
761,16-17,Mar 05 2017,24,Brøndby,Nordsjælland,2,3,1,0,19,12,119.81,112.8,0.5,50,0.5,50,11,9,8,8,1,0,2,2,5,5
762,16-17,Mar 06 2017,24,OB,AaB,4,0,1,0,12,8,108.87,110.87,0.57,43,0.43,57,8,12,17,12,0,0,1,1,6,3
763,16-17,Mar 10 2017,25,Randers,AGF,1,1,0,0,11,8,117.14,115.51,0.51,49,0.49,51,22,25,10,7,1,0,7,5,1,3
764,16-17,Mar 10 2017,25,Nordsjælland,Silkeborg,5,1,2,0,25,6,118.91,119.67,0.37,63,0.63,37,7,12,11,14,0,0,0,0,6,2
765,16-17,Mar 11 2017,25,Lyngby,Viborg,1,0,0,0,15,9,105.04,111.57,0.45,55,0.55,45,11,15,18,12,0,0,4,1,1,5
766,16-17,Mar 12 2017,25,OB,Sønderjyske,0,1,0,1,14,8,109.27,108.12,0.38,62,0.62,38,11,22,11,21,0,0,1,5,2,7
767,16-17,Mar 12 2017,25,Horsens,Brøndby,0,2,0,2,15,21,116.14,117.64,0.44,56,0.56,44,10,12,12,8,0,0,1,3,8,5
768,16-17,Mar 12 2017,25,København,Esbjerg,2,0,0,0,21,4,112.78,111.64,0.34,66,0.66,34,9,9,21,13,0,0,2,2,6,4
769,16-17,Mar 13 2017,25,AaB,Midtjylland,1,1,0,0,7,12,112.59,110.44,0.55,45,0.45,55,6,16,19,14,0,0,1,3,6,2
770,16-17,Mar 19 2017,26,Viborg,AaB,2,1,1,0,10,13,112.88,112.92,0.61,39,0.39,61,17,14,15,16,0,0,2,1,2,9
771,16-17,Mar 19 2017,26,Midtjylland,Nordsjælland,1,2,0,1,19,5,112.44,112.4,0.45,55,0.55,45,21,15,16,20,0,0,5,3,3,1
772,16-17,Mar 19 2017,26,Esbjerg,Horsens,1,1,0,0,9,8,116.97,118.35,0.45,55,0.55,45,10,7,10,11,0,0,1,1,3,1
773,16-17,Mar 19 2017,26,Brøndby,Lyngby,3,2,0,1,25,7,114.48,113.35,0.45,55,0.55,45,9,17,19,13,0,0,2,0,3,3
774,16-17,Mar 19 2017,26,AGF,OB,1,2,0,0,10,12,116.68,117.44,0.48,52,0.52,48,15,12,13,14,0,0,3,4,13,1
775,16-17,Mar 19 2017,26,Silkeborg,København,1,3,0,0,14,16,125.17,120.45,0.62,38,0.38,62,9,3,11,12,0,0,3,0,8,4
776,16-17,Mar 19 2017,26,Sønderjyske,Randers,1,0,0,0,6,16,111.54,108.71,0.47,53,0.53,47,13,9,18,15,0,0,1,4,4,1
777,16-17,Mar 31 2017,1,Horsens,OB,0,0,0,0,9,15,111.34,110.29,0.51,49,0.49,51,17,6,20,8,0,0,3,2,6,6
778,16-17,Mar 31 2017,1,Nordsjælland,Lyngby,2,0,1,0,14,10,106.1,105.28,0.47,53,0.53,47,9,14,8,16,0,0,4,3,4,2
779,16-17,Apr 01 2017,1,Silkeborg,AaB,0,0,0,0,7,9,114.21,113.37,0.48,52,0.52,48,12,11,15,19,0,0,3,2,6,6
780,16-17,Apr 02 2017,1,Esbjerg,Randers,0,0,0,0,11,7,109.67,109.96,0.49,51,0.51,49,10,17,19,13,0,0,3,2,2,9
781,16-17,Apr 02 2017,1,Viborg,AGF,2,4,2,1,12,11,114.94,116.85,0.56,44,0.44,56,8,16,14,12,0,0,1,5,10,4
782,16-17,Apr 02 2017,1,Brøndby,Midtjylland,3,2,1,1,21,10,115.73,115.49,0.47,53,0.53,47,14,12,11,11,0,0,1,1,5,5
783,16-17,Apr 03 2017,1,Sønderjyske,København,1,2,1,0,6,16,115.5,120.09,0.5,50,0.5,50,13,18,11,10,0,0,3,5,10,2
784,16-17,Apr 07 2017,2,OB,Esbjerg,3,0,0,0,20,10,112.88,110.66,0.48,52,0.52,48,10,11,12,14,0,0,1,4,2,7
785,16-17,Apr 07 2017,2,Randers,Horsens,2,0,1,0,10,5,112.54,107.63,0.51,49,0.49,51,7,11,12,15,0,0,2,1,6,6
786,16-17,Apr 08 2017,2,AaB,Viborg,0,1,0,0,16,12,110.14,111.25,0.37,63,0.63,37,8,15,15,8,0,0,2,0,2,7
787,16-17,Apr 09 2017,2,Midtjylland,Sønderjyske,3,1,1,0,20,11,119.79,117.57,0.46,54,0.54,46,13,11,14,19,0,0,1,1,3,4
788,16-17,Apr 09 2017,2,Lyngby,Brøndby,1,2,0,1,9,15,113.36,112.49,0.52,48,0.48,52,9,15,15,11,0,0,3,2,3,3
789,16-17,Apr 09 2017,2,København,Nordsjælland,1,1,0,0,12,10,111.61,109.13,0.39,61,0.61,39,8,7,22,16,0,0,1,2,8,3
790,16-17,Apr 10 2017,2,AGF,Silkeborg,1,3,0,2,16,10,111.9,107.91,0.41,59,0.59,41,18,8,10,17,0,0,3,0,6,8
791,16-17,Apr 14 2017,3,Sønderjyske,Nordsjælland,1,4,1,0,10,15,118.88,112.13,0.62,38,0.38,62,22,6,5,17,0,0,2,0,4,10
792,16-17,Apr 15 2017,3,Esbjerg,Horsens,0,1,0,0,12,7,118,119.6,0.41,59,0.59,41,11,8,14,17,0,0,1,2,8,7
793,16-17,Apr 16 2017,3,Lyngby,Midtjylland,2,2,1,1,16,15,120.47,119.15,0.48,52,0.52,48,11,11,16,6,0,0,4,1,5,7
794,16-17,Apr 17 2017,3,Viborg,Silkeborg,0,0,0,0,14,11,114.15,121.16,-0.01,-1,-0.01,-1,-1,-1,9,13,0,0,2,3,10,3
795,16-17,Apr 17 2017,3,Brøndby,København,0,1,0,0,9,13,114.33,112.37,0.55,45,0.45,55,14,7,17,18,0,0,2,1,6,7
796,16-17,Apr 17 2017,3,AaB,AGF,1,0,0,0,13,7,114.71,112.38,0.34,66,0.66,34,12,15,12,12,0,0,0,4,10,1
797,16-17,Apr 18 2017,3,OB,Randers,1,0,1,0,6,11,114.5,114.18,0.6,40,0.4,60,6,9,19,12,1,0,0,2,6,2
798,16-17,Apr 21 2017,4,Silkeborg,Viborg,1,2,1,1,12,16,108.7,110.81,0.43,57,0.57,43,13,16,11,20,0,0,1,0,3,6
799,16-17,Apr 21 2017,4,Sønderjyske,Lyngby,1,2,0,1,16,11,112.49,113.11,0.51,49,0.49,51,10,12,19,14,0,0,2,2,4,8
800,16-17,Apr 22 2017,4,Horsens,Esbjerg,1,3,1,1,10,8,126.56,122.41,0.64,36,0.36,64,8,8,9,15,0,0,1,0,3,6
801,16-17,Apr 23 2017,4,Randers,OB,4,0,3,0,14,9,117.18,117.38,0.56,44,0.44,56,20,12,8,11,0,0,3,1,2,5
802,16-17,Apr 23 2017,4,Nordsjælland,Brøndby,0,1,0,0,10,14,112.27,117.84,0.5,50,0.5,50,8,17,20,11,0,0,5,3,3,3
803,16-17,Apr 23 2017,4,København,Midtjylland,3,1,1,0,14,16,115.53,116.56,0.47,53,0.53,47,10,13,11,10,0,0,3,1,18,0
804,16-17,Apr 24 2017,4,AGF,AaB,4,0,2,0,14,5,116.09,116.46,0.47,53,0.53,47,17,11,19,18,0,0,2,1,4,4
805,16-17,Apr 28 2017,5,OB,Horsens,2,1,1,1,15,9,113.72,110.36,0.54,46,0.46,54,6,13,16,17,0,0,1,3,3,5
806,16-17,Apr 28 2017,5,Randers,Esbjerg,0,0,0,0,6,7,119.48,119.55,0.51,49,0.49,51,19,13,14,8,0,0,5,2,6,2
807,16-17,Apr 29 2017,5,Midtjylland,Nordsjælland,3,1,2,1,19,11,109.96,110.78,0.53,47,0.47,53,15,17,22,14,0,0,2,3,0,4
808,16-17,Apr 30 2017,5,Viborg,AaB,1,1,0,1,15,6,114.46,112.8,0.47,53,0.53,47,9,6,10,20,0,0,1,3,8,1
809,16-17,Apr 30 2017,5,København,Lyngby,3,0,0,0,15,7,116.11,113.41,0.43,57,0.57,43,7,10,14,15,0,0,0,2,4,13
810,16-17,Apr 30 2017,5,Brøndby,Sønderjyske,1,1,0,1,21,10,117.92,114.9,0.36,64,0.64,36,13,16,15,12,0,0,5,5,5,2
811,16-17,May 01 2017,5,Silkeborg,AGF,0,2,0,1,15,13,114.5,117.25,0.56,44,0.44,56,8,17,10,15,0,0,2,5,2,8
812,16-17,May 05 2017,6,Nordsjælland,København,1,1,1,0,10,9,119.8,120.34,-0.01,-1,-0.01,-1,10,8,8,7,0,0,4,2,1,7
813,16-17,May 07 2017,6,Lyngby,Sønderjyske,2,0,0,0,16,9,111.93,107.17,0.38,62,0.62,38,11,14,10,17,0,0,3,1,2,5
814,16-17,May 07 2017,6,AaB,Silkeborg,0,1,0,1,4,10,115.31,123.58,0.48,52,0.52,48,10,16,11,16,0,0,2,1,17,1
815,16-17,May 07 2017,6,AGF,Viborg,1,0,0,0,19,9,110.63,112.05,0.49,51,0.51,49,20,13,23,23,0,0,3,2,4,2
816,16-17,May 07 2017,6,Midtjylland,Brøndby,4,2,1,0,18,10,120.33,123.04,0.58,42,0.42,58,14,13,8,17,0,0,4,1,2,5
817,16-17,May 08 2017,6,Horsens,Randers,2,1,0,1,10,13,116.92,115.57,0.59,41,0.41,59,11,9,9,9,0,0,3,0,11,7
818,16-17,May 08 2017,6,Esbjerg,OB,1,1,1,1,18,15,116.1,116.7,0.45,55,0.55,45,12,7,16,15,0,0,2,3,1,12
819,16-17,May 12 2017,7,Sønderjyske,Midtjylland,5,2,2,1,14,19,113.3,118.73,0.51,49,0.49,51,16,10,11,12,0,1,5,4,5,3
820,16-17,May 12 2017,7,Lyngby,Nordsjælland,2,1,1,0,15,9,125.07,116.77,0.47,53,0.53,47,12,11,8,5,0,0,5,1,1,7
821,16-17,May 12 2017,7,AaB,Randers,0,2,0,2,8,14,112.76,112.27,0.45,55,0.55,45,10,9,18,13,0,0,3,0,7,2
822,16-17,May 13 2017,7,OB,Silkeborg,3,1,1,1,8,15,118.5,125.26,0.48,52,0.52,48,6,9,10,9,0,0,0,0,11,0
823,16-17,May 14 2017,7,København,Brøndby,1,0,1,0,16,25,119.94,114.34,0.49,51,0.51,49,10,12,16,13,0,0,4,4,8,6
824,16-17,May 16 2017,8,Nordsjælland,Sønderjyske,4,1,2,0,12,7,118.33,116.78,0.45,55,0.55,45,9,11,8,15,0,1,2,3,9,6
825,16-17,May 16 2017,8,Silkeborg,OB,2,1,0,0,20,13,115.94,113.72,0.41,59,0.59,41,10,7,14,9,0,1,1,1,2,4
826,16-17,May 17 2017,8,Randers,AaB,2,1,1,0,8,12,119.35,113.26,0.59,41,0.41,59,12,8,14,17,0,0,1,2,2,3
827,16-17,May 17 2017,8,Midtjylland,København,3,2,2,2,16,11,121.58,118.29,0.51,49,0.49,51,15,11,15,7,0,0,3,4,7,6
828,16-17,May 18 2017,8,Brøndby,Lyngby,0,2,0,1,16,12,113.8,113.86,0.47,53,0.53,47,12,11,15,11,1,0,3,3,2,4
829,16-17,May 20 2017,9,Nordsjælland,Midtjylland,2,3,0,2,17,11,120.97,120.81,0.33,67,0.67,33,11,16,12,15,0,2,7,3,1,3
830,16-17,May 20 2017,9,OB,Randers,1,1,0,0,11,11,113.67,111.81,0.36,64,0.64,36,12,14,8,16,1,0,3,2,11,1
831,16-17,May 21 2017,9,Lyngby,København,3,1,1,0,8,10,118.27,121.75,0.58,42,0.42,58,13,6,13,9,0,0,2,0,0,5
832,16-17,May 21 2017,9,Sønderjyske,Brøndby,3,0,0,0,24,15,112.85,114.53,0.5,50,0.5,50,8,14,14,16,0,0,1,3,4,4
833,16-17,May 28 2017,10,Brøndby,Nordsjælland,1,2,1,0,11,17,112.09,112.84,0.59,41,0.41,59,10,9,23,18,1,0,1,3,8,2
834,16-17,May 28 2017,10,København,Sønderjyske,2,0,2,0,7,15,120.37,123.34,0.48,52,0.52,48,6,9,15,13,0,0,1,2,7,5
835,16-17,May 28 2017,10,Midtjylland,Lyngby,0,3,0,2,21,9,113.2,113.37,0.45,55,0.55,45,15,14,11,10,0,1,1,1,2,6
836,16-17,May 29 2017,10,Randers,OB,2,0,0,0,8,10,104.55,106.34,0.58,42,0.42,58,12,12,17,17,0,1,2,6,3,1
837,16-17,Jun 01 2017,10,Midtjylland,Randers,3,0,1,0,13,6,120.76,117.14,0.5,50,0.5,50,10,10,8,12,0,0,0,1,3,2
838,17-18,Jul 14 2017,1,AGF,Horsens,1,2,1,2,20,10,121.93,120.1,0.4,60,0.6,40,13,19,14,14,0,0,3,1,5,5
839,17-18,Jul 15 2017,1,København,AaB,1,1,1,0,8,14,113.31,117.62,0.49,51,0.51,49,10,16,20,8,0,0,2,3,1,1
840,17-18,Jul 15 2017,1,Sønderjyske,Randers,0,0,0,0,9,7,118.85,114.18,0.43,57,0.57,43,14,17,11,16,0,0,2,5,9,1
841,17-18,Jul 16 2017,1,Lyngby,Silkeborg,2,1,1,0,14,13,125.93,120.16,0.51,49,0.49,51,13,15,14,7,0,0,2,2,3,5
842,17-18,Jul 16 2017,1,Hobro,FC Helsingør,2,1,0,1,16,10,109.21,109.74,0.49,51,0.51,49,5,4,19,13,0,0,0,1,3,7
843,17-18,Jul 16 2017,1,Brøndby,Midtjylland,4,0,2,0,20,10,108.98,107.75,0.43,57,0.57,43,11,13,17,11,0,0,0,3,3,8
844,17-18,Jul 17 2017,1,OB,Nordsjælland,1,2,0,1,15,16,118.8,115.92,0.43,57,0.57,43,6,10,6,8,0,0,0,0,11,4
845,17-18,Jul 21 2017,2,AGF,Hobro,2,0,1,0,16,18,113.74,114.92,0.49,51,0.51,49,13,13,17,18,0,0,2,4,5,7
846,17-18,Jul 22 2017,2,Randers,København,0,3,0,1,14,9,116.33,119.34,0.51,49,0.49,51,15,11,14,8,0,0,1,2,8,2
847,17-18,Jul 23 2017,2,Horsens,Lyngby,4,1,2,0,19,12,121.68,117.21,0.58,42,0.42,58,10,12,9,11,0,0,0,3,2,5
848,17-18,Jul 23 2017,2,AaB,Sønderjyske,1,4,1,3,8,15,112.74,115.13,0.38,62,0.62,38,7,12,16,14,0,0,1,2,8,1
849,17-18,Jul 23 2017,2,Nordsjælland,Brøndby,3,2,0,1,10,18,121.81,123.35,0.48,52,0.52,48,10,13,17,10,0,0,1,2,10,3
850,17-18,Jul 23 2017,2,Midtjylland,Silkeborg,2,0,0,0,18,11,119.85,119.9,0.46,54,0.54,46,8,6,19,6,0,0,2,0,1,5
851,17-18,Jul 24 2017,2,FC Helsingør,OB,0,2,0,1,13,13,116.55,116.56,0.47,53,0.53,47,12,10,12,21,0,0,1,2,0,5
852,17-18,Jul 28 2017,3,Sønderjyske,FC Helsingør,1,2,1,1,8,13,119.33,115.17,0.53,47,0.47,53,10,7,21,14,0,0,4,1,3,6
853,17-18,Jul 29 2017,3,OB,Horsens,1,0,0,0,17,9,118.16,113.87,0.42,58,0.58,42,9,14,20,17,1,1,2,4,13,3
854,17-18,Jul 29 2017,3,København,Hobro,0,0,0,0,12,15,112.59,116.6,0.39,61,0.61,39,6,16,19,16,0,0,2,2,2,9
855,17-18,Jul 30 2017,3,Midtjylland,Randers,2,1,1,1,15,7,113.04,112.41,0.44,56,0.56,44,11,14,6,16,0,0,0,0,2,3
856,17-18,Jul 30 2017,3,Nordsjælland,AaB,3,2,1,1,21,12,115.57,109.57,0.47,53,0.53,47,15,7,18,13,0,0,1,0,6,2
