index,season,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,h_total_passes,a_total_passes,h_success_passes,a_success_passes,h_failed_passes,a_failed_passes,h_pass_ratio,a_pass_ratio,a_possession,h_possession (in percent),h_possession,a_possession (in percent),h_tackle_ratio,a_tackle_ratio,h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_offside,a_offside,h_corners,a_corners
567,15-16,29,AGF,Esbjerg,5,1,1,0,8,7,113.19,116.48,437,402,346,300,91,102,0.79,0.75,0.56,44,0.44,56,0.5,0.5,9,9,19,17,1,1,7,1
568,15-16,29,Nordsjælland,OB,0,1,0,1,12,12,122.33,118.68,391,606,289,501,102,105,0.74,0.83,0.52,48,0.48,52,0.39,0.61,15,14,9,10,2,2,4,6
569,15-16,29,Randers,Brøndby,0,2,0,1,20,9,116.19,113.59,396,597,282,471,114,126,0.71,0.79,0.39,61,0.61,39,0.43,0.57,7,11,10,20,4,2,2,2
570,15-16,29,AaB,København,0,2,0,1,6,11,113.81,115.14,348,367,211,231,137,136,0.61,0.63,0.51,49,0.49,51,0.5,0.5,6,15,18,24,3,2,2,6
571,15-16,30,Midtjylland,SønderjyskE,3,2,1,1,10,8,113.85,115.88,299,429,210,339,89,90,0.7,0.79,0.52,48,0.48,52,0.47,0.53,17,18,15,17,2,4,4,6
572,15-16,30,OB,Hobro,0,1,0,1,12,8,120.65,114.77,321,534,203,410,118,124,0.63,0.77,0.4,60,0.6,40,0.46,0.54,5,17,19,15,1,3,2,4
573,15-16,30,Viborg,Randers,2,3,1,0,9,14,113.39,115.22,370,409,255,295,115,114,0.69,0.72,0.51,49,0.49,51,0.45,0.55,9,10,14,14,0,4,5,4
574,15-16,30,København,Nordsjælland,2,0,0,0,15,7,114.14,120.02,857,225,778,145,79,80,0.91,0.64,0.43,57,0.57,43,0.46,0.54,14,6,7,13,2,1,5,2
575,15-16,30,Esbjerg,Brøndby,2,3,2,0,5,15,111.48,110.14,253,409,170,322,83,87,0.67,0.79,0.64,36,0.36,64,0.54,0.46,10,5,28,22,4,2,14,6
576,15-16,30,AGF,AaB,2,0,0,0,10,12,114.1,115.27,644,425,554,346,90,79,0.86,0.81,0.64,36,0.36,64,0.56,0.44,16,11,13,9,0,0,4,5
577,15-16,31,SønderjyskE,OB,3,1,2,1,10,10,116.68,118.29,579,303,489,200,90,103,0.84,0.66,0.54,46,0.46,54,0.46,0.54,9,11,14,14,2,3,5,4
578,15-16,31,Nordsjælland,AGF,3,3,1,0,2,15,111.73,118.27,557,331,460,226,97,105,0.83,0.68,0.56,44,0.44,56,0.55,0.45,8,9,14,7,2,2,5,5
579,15-16,31,Randers,Midtjylland,1,2,0,0,16,6,111.54,112.78,584,343,479,237,105,106,0.82,0.69,0.54,46,0.46,54,0.55,0.45,11,13,15,9,1,1,8,5
580,15-16,31,Hobro,København,4,2,2,0,8,6,113.21,113.58,406,410,296,288,110,122,0.73,0.7,0.65,35,0.35,65,0.52,0.48,18,8,19,14,4,6,8,5
581,15-16,31,AaB,Esbjerg,1,2,0,1,10,7,113.89,113.79,304,434,184,309,120,125,0.61,0.71,0.35,65,0.65,35,0.53,0.47,8,7,14,18,6,2,10,5
582,15-16,31,Brøndby,Viborg,0,1,0,1,9,7,117.2,118.23,490,296,361,184,129,112,0.74,0.62,0.45,55,0.55,45,0.51,0.49,14,10,12,10,1,0,8,6
583,15-16,32,AGF,OB,2,1,1,0,8,10,112.92,107.67,378,514,275,423,103,91,0.73,0.82,0.55,45,0.45,55,0.5,0.5,18,7,13,25,4,0,11,4
584,15-16,32,Nordsjælland,Viborg,1,0,1,0,7,13,110.96,114.45,512,318,398,213,114,105,0.78,0.67,0.49,51,0.51,49,0.45,0.55,13,9,12,12,0,1,8,2
585,15-16,32,AaB,Midtjylland,0,0,0,0,11,11,118.42,115.44,301,807,202,727,99,80,0.67,0.9,0.56,44,0.44,56,0.46,0.54,8,17,10,13,1,3,3,3
586,15-16,32,Hobro,Brøndby,0,2,0,1,12,10,120.74,120.68,430,351,318,232,112,119,0.74,0.66,0.47,53,0.53,47,0.48,0.52,12,12,15,16,2,2,5,6
587,15-16,32,SønderjyskE,Randers,1,1,1,0,13,7,102.65,113.45,690,271,595,198,95,73,0.86,0.73,0.53,47,0.47,53,0.52,0.48,4,12,14,12,2,8,4,5
588,15-16,32,Esbjerg,København,1,4,1,0,8,4,116.55,115.67,454,513,356,401,98,112,0.78,0.78,0.58,42,0.42,58,0.43,0.57,9,11,11,16,1,3,7,3
589,15-16,33,Randers,Esbjerg,3,1,3,1,12,10,107.69,109.8,411,446,306,334,105,112,0.74,0.75,0.49,51,0.51,49,0.55,0.45,7,8,13,13,2,2,6,10
590,15-16,33,Brøndby,SønderjyskE,1,2,1,0,8,4,107.48,105.35,345,289,223,175,122,114,0.65,0.61,0.52,48,0.48,52,0.53,0.47,9,6,16,16,6,3,8,1
591,15-16,33,OB,AaB,3,2,0,2,11,8,110.59,112.25,348,513,228,380,120,133,0.66,0.74,0.48,52,0.52,48,0.54,0.46,11,9,25,21,3,1,1,1
592,15-16,33,Viborg,Hobro,1,0,0,0,14,10,114.05,113.92,382,393,271,272,111,121,0.71,0.69,0.48,52,0.52,48,0.58,0.42,9,16,19,16,0,3,7,2
593,15-16,33,Midtjylland,Nordsjælland,4,1,2,0,12,8,114.52,111.53,453,432,350,330,103,102,0.77,0.76,0.53,47,0.47,53,0.52,0.48,10,13,16,8,1,1,11,3
594,15-16,33,København,AGF,2,1,0,0,14,12,117.11,115.43,369,581,273,482,96,99,0.74,0.83,0.47,53,0.53,47,0.49,0.51,11,7,16,10,4,1,5,6
595,16-17,1,Viborg,Nordsjælland,0,4,0,2,8,7,115.23,118.47,457,336,335,232,122,104,0.73,0.69,0.58,42,0.42,58,0.51,0.49,9,12,14,14,2,1,10,9
596,16-17,1,OB,Silkeborg,0,0,0,0,17,6,113.21,111.94,429,325,289,188,140,137,0.67,0.58,0.36,64,0.64,36,0.52,0.48,10,8,14,19,7,3,4,9
597,16-17,1,København,Lyngby,3,0,1,0,17,8,115.18,116.73,465,513,353,409,112,104,0.76,0.8,0.37,63,0.63,37,0.56,0.44,7,17,12,11,6,3,6,5
598,16-17,1,SønderjyskE,AGF,1,2,0,1,9,7,121.61,118.31,518,418,403,297,115,121,0.78,0.71,0.54,46,0.46,54,0.55,0.45,16,15,14,13,0,2,2,5
599,16-17,1,AaB,Horsens,1,1,0,0,12,7,109.04,113.25,541,266,446,161,95,105,0.82,0.61,0.36,64,0.64,36,0.43,0.57,10,16,18,20,4,1,3,4
600,16-17,1,Brøndby,Esbjerg,4,0,2,0,11,7,109.58,107.44,292,491,184,382,108,109,0.63,0.78,0.48,52,0.52,48,0.53,0.47,12,6,22,19,3,1,4,4
601,16-17,1,Midtjylland,Randers,2,2,1,1,11,3,117.91,115,337,724,237,614,100,110,0.7,0.85,0.45,55,0.55,45,0.46,0.54,17,16,7,13,0,2,5,4
602,16-17,2,AGF,Viborg,2,1,2,1,5,6,111.92,105.83,207,744,134,682,73,62,0.65,0.92,0.49,51,0.51,49,0.5,0.5,12,12,15,16,3,0,2,10
603,16-17,2,Esbjerg,København,0,4,0,1,5,19,109.57,114.06,402,352,304,242,98,110,0.76,0.69,0.65,35,0.35,65,0.52,0.48,12,3,19,10,2,0,9,2
604,16-17,2,Horsens,SønderjyskE,1,1,1,1,5,12,113.81,117.54,836,285,732,187,104,98,0.88,0.66,0.65,35,0.35,65,0.44,0.56,14,8,10,11,1,2,5,3
605,16-17,2,Lyngby,OB,2,2,1,2,10,10,121.19,119.14,660,342,527,225,133,117,0.8,0.66,0.47,53,0.53,47,0.51,0.49,12,11,3,10,0,3,9,1
606,16-17,2,Silkeborg,Brøndby,0,2,0,1,8,17,114.94,116.01,424,561,340,482,84,79,0.8,0.86,0.61,39,0.39,61,0.54,0.46,10,12,17,12,2,2,1,6
607,16-17,2,Nordsjælland,Midtjylland,0,4,0,0,5,16,105.78,107.81,680,259,607,170,73,89,0.89,0.66,0.5,50,0.5,50,0.54,0.46,8,11,18,14,2,3,1,2
608,16-17,2,Randers,AaB,0,1,0,1,11,7,117.38,115.86,335,459,225,346,110,113,0.67,0.75,0.41,59,0.59,41,0.54,0.46,7,15,15,17,0,3,3,5
609,16-17,3,Viborg,Esbjerg,2,1,0,0,8,9,110.91,113.15,349,490,233,391,116,99,0.67,0.8,0.4,60,0.6,40,0.52,0.48,9,9,13,20,4,3,3,8
610,16-17,3,København,Nordsjælland,4,0,2,0,15,4,109.64,107,419,367,312,260,107,107,0.74,0.71,0.44,56,0.56,44,0.54,0.46,8,14,18,14,5,2,3,6
611,16-17,3,SønderjyskE,Lyngby,0,1,0,0,13,8,116.72,114.61,355,625,273,549,82,76,0.77,0.88,0.49,51,0.51,49,0.42,0.58,16,10,8,14,1,2,4,8
612,16-17,3,Midtjylland,Silkeborg,3,0,1,0,8,11,115.85,111.14,409,362,286,248,123,114,0.7,0.69,0.5,50,0.5,50,0.51,0.49,12,12,18,12,2,1,2,8
613,16-17,3,Brøndby,Horsens,2,2,1,0,19,5,108.54,111.28,771,236,692,152,79,84,0.9,0.64,0.32,68,0.68,32,0.52,0.48,10,14,12,10,3,0,7,0
614,16-17,3,AGF,Randers,1,2,1,2,8,8,116.05,115.85,396,300,295,173,101,127,0.74,0.58,0.42,58,0.58,42,0.59,0.41,18,16,17,12,2,1,13,5
615,16-17,3,AaB,OB,2,2,2,1,6,8,106.49,111.25,393,430,309,360,84,70,0.79,0.84,0.5,50,0.5,50,0.53,0.47,10,11,21,20,1,1,7,4
616,16-17,4,Randers,Horsens,1,0,1,0,10,12,107.74,108.19,444,321,346,234,98,87,0.78,0.73,0.49,51,0.51,49,0.54,0.46,13,14,16,7,3,3,5,6
617,16-17,4,Silkeborg,Lyngby,0,4,0,2,10,9,115.67,114.59,467,360,324,222,143,138,0.69,0.62,0.58,42,0.42,58,0.48,0.52,13,8,13,19,3,5,6,2
618,16-17,4,OB,Viborg,0,0,0,0,8,6,110.32,109.55,240,361,125,245,115,116,0.52,0.68,0.43,57,0.57,43,0.44,0.56,18,13,22,21,1,1,5,9
619,16-17,4,Nordsjælland,AaB,1,2,1,0,7,10,111.86,111.51,703,478,626,392,77,86,0.89,0.82,0.61,39,0.39,61,0.52,0.48,16,6,13,13,6,0,3,5
620,16-17,4,SønderjyskE,København,1,1,0,1,12,15,109.96,114.6,590,367,498,286,92,81,0.84,0.78,0.56,44,0.44,56,0.58,0.42,13,13,19,14,3,7,7,3
621,16-17,4,Midtjylland,Brøndby,3,3,0,1,6,10,113.36,112.87,395,320,301,214,94,106,0.76,0.67,0.46,54,0.54,46,0.51,0.49,8,17,8,13,4,5,13,3
622,16-17,4,Esbjerg,AGF,2,2,2,1,8,16,116.19,113.07,430,417,334,306,96,111,0.78,0.73,0.51,49,0.49,51,0.49,0.51,11,17,16,11,1,4,6,2
623,16-17,5,Viborg,Randers,0,1,0,0,11,12,111.76,115.28,602,171,507,79,95,92,0.84,0.46,0.57,43,0.43,57,0.59,0.41,12,16,18,16,4,2,6,6
624,16-17,5,Lyngby,AGF,0,0,0,0,8,6,112,110.75,402,346,303,240,99,106,0.75,0.69,0.46,54,0.54,46,0.49,0.51,10,15,21,17,5,4,7,4
625,16-17,5,Horsens,Silkeborg,3,3,1,0,10,11,118.84,113.13,266,624,180,522,86,102,0.68,0.84,0.56,44,0.44,56,0.46,0.54,15,9,11,15,2,0,2,4
626,16-17,5,København,Midtjylland,3,1,0,1,16,7,108.71,114.16,341,490,219,394,122,96,0.64,0.8,0.36,64,0.64,36,0.56,0.44,8,12,20,15,2,1,3,8
627,16-17,5,OB,Nordsjælland,3,1,0,0,9,10,116.53,110.1,222,608,126,516,96,92,0.57,0.85,0.47,53,0.53,47,0.42,0.58,13,11,15,17,1,6,5,6
628,16-17,5,Brøndby,SønderjyskE,4,0,2,0,11,3,112.73,110.6,430,336,293,198,137,138,0.68,0.59,0.36,64,0.64,36,0.54,0.46,15,5,21,17,1,2,0,5
629,16-17,5,AaB,Esbjerg,2,1,2,1,10,8,110.07,109.33,296,556,170,428,126,128,0.57,0.77,0.45,55,0.55,45,0.45,0.55,8,13,14,17,4,3,1,4
630,16-17,6,Nordsjælland,Randers,1,1,0,1,9,8,118.4,125.03,786,346,688,262,98,84,0.88,0.76,0.39,61,0.61,39,0.56,0.44,9,11,11,11,2,5,3,0
631,16-17,6,Horsens,Lyngby,2,1,1,1,13,16,111.29,113.05,571,452,480,347,91,105,0.84,0.77,0.65,35,0.35,65,0.52,0.48,14,7,16,11,2,0,2,3
632,16-17,6,København,AaB,1,1,1,1,13,4,106.46,108.27,417,381,298,273,119,108,0.71,0.72,0.51,49,0.49,51,0.53,0.47,12,12,17,19,2,8,6,1
633,16-17,6,Silkeborg,Viborg,1,5,0,2,14,18,107.83,112.59,495,288,386,198,109,90,0.78,0.69,0.46,54,0.54,46,0.52,0.48,15,12,16,22,2,3,3,4
634,16-17,6,AGF,Brøndby,0,7,0,4,5,8,114.22,114.4,379,404,285,309,94,95,0.75,0.76,0.61,39,0.39,61,0.46,0.54,5,13,9,16,4,0,3,8
635,16-17,6,Midtjylland,SønderjyskE,2,2,1,1,14,7,113.07,108.91,405,449,317,365,88,84,0.78,0.81,0.44,56,0.56,44,0.53,0.47,10,9,12,7,4,3,8,5
636,16-17,6,Esbjerg,OB,3,2,1,1,8,12,107.94,106.47,203,471,98,375,105,96,0.48,0.8,0.54,46,0.46,54,0.49,0.51,12,6,16,11,2,3,4,6
637,16-17,7,Randers,Silkeborg,1,0,1,0,15,5,106.9,111.04,552,288,475,199,77,89,0.86,0.69,0.42,58,0.58,42,0.49,0.51,9,13,12,12,1,3,7,5
638,16-17,7,Lyngby,Nordsjælland,0,1,0,1,12,7,108.9,109.43,573,351,485,247,88,104,0.85,0.7,0.46,54,0.54,46,0.58,0.42,14,17,11,15,4,1,5,1
639,16-17,7,SønderjyskE,Esbjerg,1,1,0,0,12,10,112.44,112.74,314,524,224,408,90,116,0.71,0.78,0.48,52,0.52,48,0.5,0.5,6,11,17,16,2,2,5,6
640,16-17,7,OB,Horsens,0,1,0,1,17,5,119.84,118.68,623,489,550,414,73,75,0.88,0.85,0.33,67,0.67,33,0.41,0.59,10,7,19,17,1,3,5,2
641,16-17,7,Brøndby,København,1,1,0,1,21,11,110.09,113.33,814,202,735,125,79,77,0.9,0.62,0.44,56,0.56,44,0.48,0.52,21,15,11,10,1,3,9,0
642,16-17,7,AaB,AGF,2,1,0,0,9,17,115.73,115.17,603,232,475,105,128,127,0.79,0.45,0.56,44,0.44,56,0.57,0.43,7,14,16,12,3,3,10,4
643,16-17,7,Viborg,Midtjylland,0,0,0,0,18,17,111.5,110,251,623,168,536,83,87,0.67,0.86,0.54,46,0.46,54,0.47,0.53,10,9,16,14,2,3,2,4
644,16-17,8,Randers,Lyngby,2,0,2,0,9,12,116.09,115.35,427,410,312,308,115,102,0.73,0.75,0.61,39,0.39,61,0.48,0.52,12,10,21,18,2,3,5,7
645,16-17,8,Midtjylland,Esbjerg,3,0,0,0,23,6,110.94,107.66,300,539,186,431,114,108,0.62,0.8,0.41,59,0.59,41,0.53,0.47,9,8,15,10,3,3,2,5
646,16-17,8,Viborg,Horsens,2,4,2,1,14,14,113.49,111.02,480,487,377,378,103,109,0.79,0.78,0.43,57,0.57,43,0.49,0.51,7,15,14,14,0,7,4,2
647,16-17,8,København,OB,2,0,0,0,23,7,111.8,110.86,500,326,373,202,127,124,0.75,0.62,0.44,56,0.56,44,0.43,0.57,11,14,20,13,3,5,7,3
648,16-17,8,SønderjyskE,Silkeborg,2,2,0,0,14,16,114.98,118.61,465,290,370,202,95,88,0.8,0.7,0.48,52,0.52,48,0.54,0.46,9,9,19,18,2,3,5,7
649,16-17,8,AaB,Brøndby,0,1,0,1,8,20,119.93,116.47,487,350,346,224,141,126,0.71,0.64,0.47,53,0.53,47,0.47,0.53,15,15,12,13,3,2,6,8
650,16-17,8,AGF,Nordsjælland,3,1,0,1,17,8,116.11,121.8,562,449,476,370,86,79,0.85,0.82,0.37,63,0.63,37,0.46,0.54,13,13,8,16,0,2,7,5
651,16-17,9,Esbjerg,Randers,1,1,1,0,10,15,111.24,109.95,453,441,335,319,118,122,0.74,0.72,0.54,46,0.46,54,0.55,0.45,10,7,16,11,4,5,5,11
652,16-17,9,Silkeborg,AGF,1,0,0,0,12,10,109.16,111.19,361,281,234,168,127,113,0.65,0.6,0.55,45,0.45,55,0.55,0.45,9,13,18,24,0,1,8,5
653,16-17,9,Nordsjælland,SønderjyskE,2,3,2,0,15,19,121.73,122.43,449,684,368,597,81,87,0.82,0.87,0.44,56,0.56,44,0.52,0.48,15,16,15,10,3,1,2,2
654,16-17,9,OB,Midtjylland,0,1,0,0,17,17,111.55,109.58,189,772,110,712,79,60,0.58,0.92,0.49,51,0.51,49,0.48,0.52,9,12,8,10,7,2,1,5
655,16-17,9,Brøndby,Viborg,1,2,0,1,14,13,112.78,115.42,434,374,324,251,110,123,0.75,0.67,0.55,45,0.45,55,0.49,0.51,8,8,16,10,2,1,6,5
656,16-17,9,Horsens,København,0,2,0,2,4,14,114,113.01,545,401,424,280,121,121,0.78,0.7,-0.01,-1,-0.01,-1,0.6,0.4,4,1,17,9,1,3,3,1
657,16-17,9,Lyngby,AaB,1,0,0,0,7,11,114.83,118.2,418,485,342,398,76,87,0.82,0.82,0.6,40,0.4,60,0.5,0.5,14,11,13,11,0,1,7,6
658,16-17,10,Esbjerg,Silkeborg,0,0,0,0,10,19,116.32,113.37,773,447,692,366,81,81,0.9,0.82,0.47,53,0.53,47,0.57,0.43,18,7,12,10,3,1,5,1
659,16-17,10,Randers,København,2,2,1,1,11,16,122.18,119.84,477,451,366,355,111,96,0.77,0.79,0.59,41,0.41,59,0.45,0.55,17,13,14,12,0,3,6,1
660,16-17,10,Horsens,Nordsjælland,0,0,0,0,7,15,110.77,114.96,347,404,233,280,114,124,0.67,0.69,0.6,40,0.4,60,0.44,0.56,15,8,16,14,3,0,8,5
661,16-17,10,AGF,Midtjylland,1,1,0,0,19,11,111.4,109.87,258,376,146,247,112,129,0.57,0.66,0.5,50,0.5,50,0.38,0.62,18,17,17,19,1,1,5,1
662,16-17,10,SønderjyskE,OB,1,0,1,0,17,11,114.19,112.78,448,433,359,345,89,88,0.8,0.8,0.56,44,0.44,56,0.5,0.5,15,15,17,9,3,1,5,7
663,16-17,10,Lyngby,Brøndby,1,0,1,0,4,20,119.08,116.01,582,306,462,176,120,130,0.79,0.58,0.65,35,0.35,65,0.54,0.46,13,16,11,15,4,0,11,3
664,16-17,10,AaB,Viborg,1,0,0,0,15,13,118.45,114.92,484,496,400,402,84,94,0.83,0.81,0.52,48,0.48,52,0.5,0.5,10,11,21,20,3,1,6,2
665,16-17,11,København,AGF,2,0,0,0,14,5,115,115.83,478,351,342,238,136,113,0.72,0.68,0.37,63,0.63,37,0.55,0.45,11,20,17,15,3,5,3,7
666,16-17,11,Viborg,Lyngby,0,1,0,1,20,10,118.33,115.59,293,675,192,559,101,116,0.66,0.83,0.44,56,0.56,44,0.41,0.59,9,11,12,15,2,3,5,4
667,16-17,11,Randers,SønderjyskE,0,4,0,2,10,16,114.02,118.43,482,334,387,228,95,106,0.8,0.68,0.49,51,0.51,49,0.52,0.48,13,9,15,14,2,1,8,4
668,16-17,11,Brøndby,OB,3,0,2,0,24,13,115.99,123.64,683,322,603,228,80,94,0.88,0.71,0.48,52,0.52,48,0.48,0.52,15,11,8,11,1,3,9,0
669,16-17,11,Midtjylland,Horsens,5,2,2,2,17,12,113.32,115.35,405,408,292,284,113,124,0.72,0.7,0.41,59,0.59,41,0.52,0.48,5,15,14,14,3,3,12,3
670,16-17,11,Nordsjælland,Esbjerg,3,0,2,0,17,11,108.6,114.9,539,279,429,178,110,101,0.8,0.64,0.5,50,0.5,50,0.52,0.48,12,7,9,7,4,2,7,3
671,16-17,11,Silkeborg,AaB,5,3,2,1,15,7,108.88,110.87,288,515,163,389,125,126,0.57,0.76,0.52,48,0.48,52,0.51,0.49,10,4,14,13,4,7,2,6
672,16-17,12,OB,AGF,2,1,1,0,11,11,118.88,112.26,301,738,203,667,98,71,0.67,0.9,0.59,41,0.41,59,0.43,0.57,12,23,11,17,2,4,3,4
673,16-17,12,Silkeborg,Nordsjælland,2,2,1,1,12,11,119.73,114.73,481,489,397,396,84,93,0.83,0.81,0.54,46,0.46,54,0.45,0.55,13,16,12,13,0,1,4,4
674,16-17,12,Horsens,Esbjerg,1,0,0,0,12,14,114.9,115.21,391,518,294,424,97,94,0.75,0.82,0.59,41,0.41,59,0.5,0.5,9,8,14,11,1,3,7,3
675,16-17,12,AaB,SønderjyskE,0,1,0,0,9,11,110.15,112.52,777,235,671,133,106,102,0.86,0.57,0.43,57,0.57,43,0.49,0.51,11,17,12,16,4,2,9,0
676,16-17,12,Lyngby,Midtjylland,1,0,1,0,7,12,117.89,118.92,283,460,156,347,127,113,0.55,0.75,0.59,41,0.41,59,0.53,0.47,12,18,20,12,0,6,2,6
677,16-17,12,Viborg,København,0,0,0,0,9,15,119.46,113.05,475,500,391,432,84,68,0.82,0.86,0.69,31,0.31,69,0.52,0.48,11,13,14,15,3,2,3,1
678,16-17,12,Brøndby,Randers,2,2,2,0,14,10,113.46,113.31,311,441,204,322,107,119,0.66,0.73,0.46,54,0.54,46,0.46,0.54,12,13,11,17,4,2,7,6
679,16-17,13,SønderjyskE,Viborg,1,0,0,0,17,9,116.68,116.75,440,559,351,460,89,99,0.8,0.82,0.45,55,0.55,45,0.5,0.5,10,14,15,13,4,0,4,5
680,16-17,13,AGF,Horsens,1,1,0,1,16,10,115.16,117.73,341,481,221,356,120,125,0.65,0.74,0.44,56,0.56,44,0.51,0.49,13,14,14,12,4,5,6,5
681,16-17,13,København,Silkeborg,2,0,2,0,15,6,115.49,113.11,364,562,249,431,115,131,0.68,0.77,0.36,64,0.64,36,0.57,0.43,8,7,10,11,1,2,4,3
682,16-17,13,Randers,OB,3,0,1,0,11,10,112.45,113.47,568,301,476,194,92,107,0.84,0.64,0.51,49,0.49,51,0.45,0.55,10,10,12,15,1,1,3,2
683,16-17,13,Nordsjælland,Brøndby,1,1,0,0,8,23,110.91,110.94,600,446,513,362,87,84,0.86,0.81,0.6,40,0.4,60,0.48,0.52,14,14,7,14,1,2,5,4
684,16-17,13,Midtjylland,AaB,2,0,1,0,11,16,116.45,112.59,567,326,462,199,105,127,0.81,0.61,0.51,49,0.49,51,0.5,0.5,12,12,20,13,2,1,9,1
685,16-17,13,Esbjerg,Lyngby,2,2,0,2,13,17,119.9,117.03,498,444,392,334,106,110,0.79,0.75,0.55,45,0.45,55,0.42,0.58,14,9,16,13,4,3,8,4
686,16-17,14,AaB,Nordsjælland,1,1,0,0,17,7,114.76,106.97,457,364,390,276,67,88,0.85,0.76,0.4,60,0.6,40,0.58,0.42,9,16,16,18,0,0,7,6
687,16-17,14,Viborg,Silkeborg,1,3,0,2,16,14,115.08,115.8,493,480,395,381,98,99,0.8,0.79,0.41,59,0.59,41,0.63,0.37,5,8,11,12,3,2,5,4
688,16-17,14,Lyngby,SønderjyskE,2,0,1,0,13,11,108.49,108.8,377,428,248,294,129,134,0.66,0.69,0.49,51,0.51,49,0.51,0.49,13,13,19,20,3,1,3,5
689,16-17,14,Horsens,Randers,1,0,0,0,7,14,113.09,116.17,591,230,499,118,92,112,0.84,0.51,0.69,31,0.31,69,0.47,0.53,13,8,16,13,2,1,2,4
690,16-17,14,OB,København,0,3,0,1,11,15,116.68,112.62,218,877,123,781,95,96,0.56,0.89,0.59,41,0.41,59,0.47,0.53,9,17,12,15,1,5,2,3
691,16-17,14,Brøndby,AGF,1,0,0,0,13,10,111.38,114.66,486,514,371,404,115,110,0.76,0.79,0.45,55,0.55,45,0.45,0.55,12,15,13,17,6,6,1,1
692,16-17,14,Esbjerg,Midtjylland,1,3,1,1,10,17,117.12,120.13,559,343,449,240,110,103,0.8,0.7,0.57,43,0.43,57,0.46,0.54,11,11,17,14,3,1,12,3
693,16-17,15,Silkeborg,OB,1,1,0,1,11,10,117.23,118.33,345,408,221,252,124,156,0.64,0.62,0.48,52,0.52,48,0.4,0.6,9,15,9,18,5,4,6,5
694,16-17,15,Nordsjælland,Viborg,4,3,2,0,12,10,109.78,112.2,317,354,225,241,92,113,0.71,0.68,0.4,60,0.6,40,0.43,0.57,12,10,22,23,1,1,1,5
695,16-17,15,Lyngby,Randers,0,2,0,1,9,11,110.01,110.57,819,291,759,221,60,70,0.93,0.76,0.4,60,0.6,40,0.45,0.55,8,9,4,7,1,2,10,0
696,16-17,15,SønderjyskE,Horsens,2,0,1,0,15,5,118.26,120.6,497,288,361,159,136,129,0.73,0.55,0.47,53,0.53,47,0.54,0.46,12,14,11,16,6,4,5,3
697,16-17,15,Brøndby,AaB,2,0,1,0,16,11,120.31,117.03,483,619,375,519,108,100,0.78,0.84,0.49,51,0.51,49,0.56,0.44,10,5,12,12,2,3,3,2
698,16-17,15,Midtjylland,København,1,3,0,2,10,12,117.45,117.09,532,343,416,218,116,125,0.78,0.64,0.57,43,0.43,57,0.45,0.55,12,15,17,19,2,0,4,4
699,16-17,15,AGF,Esbjerg,6,2,1,2,20,11,112.98,108.16,247,601,146,516,101,85,0.59,0.86,0.48,52,0.52,48,0.46,0.54,15,12,16,14,1,2,5,3
700,16-17,16,Esbjerg,AaB,3,0,2,0,9,12,120.48,118.09,479,460,368,340,111,120,0.77,0.74,0.63,37,0.37,63,0.46,0.54,10,7,11,12,1,1,8,2
701,16-17,16,AGF,Silkeborg,0,0,0,0,9,8,110.18,109.54,569,378,474,283,95,95,0.83,0.75,0.44,56,0.56,44,0.52,0.48,17,15,13,7,3,1,6,4
702,16-17,16,Randers,Nordsjælland,2,1,1,1,0,0,118.72,116.47,576,374,475,290,101,84,0.82,0.78,-0.01,-1,-0.01,-1,0.61,0.39,14,10,18,16,1,0,3,6
703,16-17,16,OB,Lyngby,1,2,0,1,17,10,116.05,109.48,233,676,137,594,96,82,0.59,0.88,0.47,53,0.53,47,0.47,0.53,13,15,14,13,1,4,5,5
704,16-17,16,Horsens,Midtjylland,1,5,1,2,13,14,115.95,118.65,517,303,418,193,99,110,0.81,0.64,0.63,37,0.37,63,0.51,0.49,14,11,17,17,3,2,3,3
705,16-17,16,Viborg,Brøndby,1,2,0,1,10,14,111.32,116.2,495,268,378,154,117,114,0.76,0.57,0.59,41,0.41,59,0.55,0.45,4,7,12,11,2,0,11,4
706,16-17,16,København,SønderjyskE,4,0,3,0,20,10,116.13,111.08,279,781,195,690,84,91,0.7,0.88,0.4,60,0.6,40,0.49,0.51,9,5,15,17,2,7,1,9
707,16-17,17,Lyngby,Horsens,0,1,0,0,16,10,116.09,119.34,542,458,422,346,120,112,0.78,0.76,0.4,60,0.6,40,0.6,0.4,6,10,15,11,2,2,5,5
